id,pref_name,city_name,district_name,built_year,structure,top_floor_num,room_type,price,area,latitude,longitude,nearest_station_id,dist_to_nearest_station
A00774,東京都,世田谷区,岡本１丁目,2002,ＰＣ,3,1R,2767.1187,22,35.62486733,139.6187597,S00008,1591.8
A00775,東京都,世田谷区,岡本１丁目,1978,鉄骨造,3,1R,2417.0823,23,35.62512217,139.6208437,S00008,1362.28
A00776,東京都,世田谷区,岡本１丁目,1986,ＲＣ,6,1R,2858.788,30,35.62502815,139.6208464,S00008,1429.37
A00777,東京都,世田谷区,岡本１丁目,1998,鉄骨造,3,1R,2961.1958,21,35.62422427,139.6228053,S00008,1271.18
A00778,東京都,世田谷区,岡本１丁目,1985,ＲＣ,4,1R,2896.7742,29,35.62590183,139.6206329,S00008,1306.73
A00779,東京都,世田谷区,岡本１丁目,2006,ＲＣ,3,1R,3137.1797,30,35.62523554,139.622371,S00008,1325.48
A00780,東京都,世田谷区,岡本３丁目,1994,ＲＣ,3,1R,2841.0454,29,35.62579016,139.6177838,S00008,1467.99
A00781,東京都,世田谷区,中町５丁目,1987,鉄骨造,3,1R,2948.2437,28,35.62224202,139.642438,S00008,1068.35
A00782,東京都,世田谷区,上用賀５丁目,1989,ＲＣ,3,1R,3025.967,28,35.63240996,139.6279462,S00008,959.02
A00783,東京都,世田谷区,上用賀５丁目,1988,ＲＣ,4,1R,3032.6326,20,35.63278366,139.6262049,S00008,1242.18
A00784,東京都,世田谷区,上用賀６丁目,1988,鉄骨造,2,1R,3032.177,28,35.63344229,139.6268548,S00008,1197.89
A00785,東京都,世田谷区,上用賀６丁目,1999,鉄骨造,2,1R,3023.8586,26,35.63553603,139.6270035,S00008,1403.09
A00786,東京都,世田谷区,上用賀６丁目,1976,ＲＣ,3,1R,2497.6323,26,35.63480849,139.6243154,S00008,1487.53
A00787,東京都,世田谷区,上用賀６丁目,1989,ＲＣ,5,1R,3045.899,21,35.63344932,139.6276717,S00008,1118.42
A00788,東京都,世田谷区,上用賀６丁目,1986,ＡＬＣ,2,1R,2922.9329,24,35.63382628,139.6277069,S00008,1238.5
A00789,東京都,世田谷区,上用賀３丁目,2003,ＲＣ,3,1R,3224.6587,23,35.63227666,139.6296615,S00008,874.27
A00790,東京都,世田谷区,上用賀３丁目,1983,鉄骨造,3,1R,2930.2903,25,35.63353397,139.6317499,S00008,987.57
A00791,東京都,世田谷区,上用賀３丁目,1983,ＡＬＣ,3,1R,2896.6628,25,35.63198621,139.6314181,S00008,983.3
A00792,東京都,世田谷区,上用賀３丁目,1991,鉄骨造,3,1R,3129.2239,24,35.63235236,139.6313094,S00008,932.87
A00793,東京都,世田谷区,上用賀３丁目,2003,鉄骨造,3,1R,3114.8945,29,35.63309031,139.62829,S00008,1041.28
A00794,東京都,世田谷区,上用賀４丁目,1989,鉄骨造,2,1R,2998.42,30,35.63656237,139.6289536,S00008,1377.76
A00795,東京都,世田谷区,上用賀４丁目,2000,ＲＣ,3,1R,3077.7698,23,35.63574059,139.6273839,S00008,1363.41
A00796,東京都,世田谷区,上用賀４丁目,1983,ＲＣ,3,1R,2863.5537,28,35.63675132,139.6308087,S00008,1496.41
A00797,東京都,世田谷区,上用賀４丁目,2004,ＳＲＣ,11,1R,3243.9832,22,35.63606053,139.6282401,S00008,1364.67
A00798,東京都,世田谷区,上用賀４丁目,2002,ＲＣ,3,1R,3097.2065,23,35.63663951,139.6303227,S00008,1422.04
A00799,東京都,世田谷区,上用賀４丁目,1997,ＲＣ,5,1R,3126.3914,20,35.63690046,139.6304378,S00008,1442.26
A00800,東京都,世田谷区,上用賀１丁目,1984,ＲＣ,4,1R,3083.713,26,35.63271443,139.6344434,S00008,1070.4
A00801,東京都,世田谷区,上用賀１丁目,1968,ＲＣ,8,1R,5348.236,22,35.63210067,139.635342,S00008,991.54
A00802,東京都,世田谷区,上用賀１丁目,1989,ＲＣ,3,1R,3049.9487,28,35.63257578,139.6350375,S00008,1056.98
A00803,東京都,世田谷区,上用賀１丁目,1989,ＲＣ,4,1R,3101.3787,30,35.63415357,139.6334823,S00008,2033.31
A00804,東京都,世田谷区,上用賀１丁目,1989,鉄骨,2,1R,3048.9258,23,35.63251585,139.6348472,S00008,952.08
A00805,東京都,世田谷区,上用賀１丁目,1989,ＲＣ,4,1R,3093.8171,23,35.63257488,139.634513,S00008,976.99
A00806,東京都,世田谷区,上用賀１丁目,1990,鉄骨造,2,1R,3036.234,28,35.63456181,139.6353184,S00008,1238.16
A00807,東京都,世田谷区,上用賀２丁目,1978,ＲＣ,11,1R,2622.9094,22,35.63683629,139.6348824,S00008,1762.44
A00808,東京都,世田谷区,用賀２丁目,1977,ＲＣ,5,1R,2968.5151,26,35.62594993,139.6403668,S00008,699.33
A00809,東京都,世田谷区,用賀２丁目,2004,ＲＣ,6,1R,3543.524,22,35.62625093,139.6379083,S00008,515.91
A00810,東京都,世田谷区,用賀２丁目,1984,鉄骨造,3,1R,3202.067,20,35.62847363,139.6383503,S00008,546.55
A00811,東京都,世田谷区,用賀２丁目,1989,ＲＣ,3,1R,3279.4277,23,35.62552376,139.639496,S00008,695.92
A00812,東京都,世田谷区,用賀２丁目,2004,ＲＣ,6,1R,3528.9536,20,35.62756357,139.6389121,S00008,659.43
A00813,東京都,世田谷区,用賀２丁目,1989,ＲＣ,7,1R,3313.1917,23,35.62786436,139.6384414,S00008,645.06
A00814,東京都,世田谷区,用賀２丁目,2005,ＲＣ,3,1R,3448.7288,29,35.62656299,139.6396705,S00008,664.79
A00815,東京都,世田谷区,用賀２丁目,1981,ＲＣ,5,1R,3177.0767,20,35.62772777,139.6369665,S00008,413.23
A00816,東京都,世田谷区,用賀２丁目,2008,鉄骨造,2,1R,3461.1106,24,35.62722068,139.6379556,S00008,456.64
A00817,東京都,世田谷区,用賀２丁目,1988,ＲＣ,5,1R,3313.1917,22,35.62564931,139.6385426,S00008,554.85
A00818,東京都,世田谷区,用賀２丁目,1978,ＲＣ,3,1R,2874.5952,30,35.6275278,139.6370645,S00008,451.29
A00819,東京都,世田谷区,玉川台２丁目,1987,鉄骨造,4,1R,3262.5803,27,35.62390219,139.6285472,S00008,776.47
A00820,東京都,世田谷区,玉川台２丁目,1980,ＲＣ,3,1R,2981.1938,21,35.62581656,139.6280881,S00008,584.49
A00821,東京都,世田谷区,玉川台２丁目,1981,ＲＣ,3,1R,3035.8,22,35.62637902,139.6287724,S00008,508.64
A00822,東京都,世田谷区,玉川台２丁目,2000,鉄骨造,3,1R,3313.1265,22,35.62421984,139.6289848,S00008,564.15
A00823,東京都,世田谷区,玉川台２丁目,1991,鉄骨造,3,1R,3312.0947,22,35.62415141,139.6308518,S00008,516.56
A00824,東京都,世田谷区,玉川台２丁目,2008,ＲＣ,5,1R,3632.479,21,35.62642927,139.6298216,S00008,379.59
A00825,東京都,世田谷区,玉川台２丁目,2002,ＳＲＣ,12,1R,3555.655,25,35.62625371,139.6299414,S00008,373.23
A00826,東京都,世田谷区,玉川台２丁目,1989,ＲＣ,5,1R,3338.662,29,35.62592909,139.6299866,S00008,329.05
A00827,東京都,世田谷区,玉川台２丁目,1988,ＲＣ,4,1R,3338.662,25,35.62618065,139.6299677,S00008,371.35
A00828,東京都,世田谷区,玉川台２丁目,1980,ＲＣ,5,1R,3118.2173,23,35.62519158,139.6285227,S00008,468.98
A00829,東京都,世田谷区,瀬田３丁目,1986,ＲＣ,3,1R,3056.1938,27,35.62121561,139.6360906,S00008,839.32
A00830,東京都,世田谷区,瀬田３丁目,1983,ＲＣ,3,1R,3171.067,21,35.62164414,139.6350539,S00008,702.26
A00831,東京都,世田谷区,上用賀５丁目,1990,ＲＣ,3,1R,3012.1348,20,35.63117461,139.6258066,S00008,1096.1
A00832,東京都,世田谷区,上用賀５丁目,1993,ＲＣ,3,1R,3041.9885,21,35.63069282,139.6264606,S00008,961.29
A00833,東京都,世田谷区,上用賀５丁目,1995,ＡＬＣ,3,1R,3048.3186,21,35.63125872,139.6276519,S00008,902.71
A00834,東京都,世田谷区,上用賀５丁目,1980,ＲＣ,3,1R,2738.066,28,35.63005211,139.6262312,S00008,993.32
A00835,東京都,世田谷区,上用賀５丁目,1979,ＲＣ,3,1R,2848.2976,23,35.62974083,139.6274464,S00008,811.93
A00836,東京都,世田谷区,上用賀５丁目,2003,ＲＣ,3,1R,3122.087,25,35.63059151,139.6260155,S00008,997
A00837,東京都,世田谷区,上用賀５丁目,1972,ＲＣ,3,1R,2809.4255,24,35.62774125,139.6279593,S00008,541.18
A00838,東京都,世田谷区,上用賀５丁目,2008,鉄骨,2,1R,3165.5789,24,35.63143424,139.6272032,S00008,1035.21
A00839,東京都,世田谷区,上用賀５丁目,2002,鉄骨造,2,1R,3090.5876,22,35.63118261,139.6266957,S00008,1074.18
A00840,東京都,世田谷区,上用賀５丁目,2008,鉄骨造,2,1R,3186.7295,24,35.62916736,139.6265612,S00008,1092.37
A00841,東京都,世田谷区,用賀２丁目,2002,ＲＣ,5,1R,3458.2727,30,35.62792589,139.6368441,S00008,388.43
A00842,東京都,世田谷区,用賀２丁目,1987,鉄骨造,4,1R,3338.2136,25,35.62682085,139.6372086,S00008,373.16
A00843,東京都,世田谷区,瀬田４丁目,2006,ＲＣ,2,1R,3213.16,26,35.62112037,139.6264781,S00008,1094.31
A00844,東京都,世田谷区,瀬田４丁目,2007,ＲＣ,3,1R,3204.714,24,35.62164578,139.6260094,S00008,1116.39
A00845,東京都,世田谷区,瀬田４丁目,2001,ＲＣ,4,1R,3155.2124,22,35.62139655,139.6275529,S00008,1033.05
A00846,東京都,世田谷区,瀬田４丁目,1996,ＲＣ,4,1R,3037.108,26,35.62132375,139.6254965,S00008,1416.66
A00847,東京都,世田谷区,用賀１丁目,2000,ＲＣ,4,1R,3423.2588,21,35.62197516,139.6356819,S00008,696.33
A00848,東京都,世田谷区,用賀１丁目,1998,ＲＣ,5,1R,3220.0383,27,35.62133247,139.6373027,S00008,860.89
A00849,東京都,世田谷区,用賀１丁目,2009,ＲＣ,3,1R,3456.8997,26,35.62235321,139.6354154,S00008,616.2
A00850,東京都,世田谷区,用賀１丁目,2006,ＲＣ,12,1R,3695.296,30,35.62272722,139.6361682,S00008,618.72
A00851,東京都,世田谷区,上用賀３丁目,2014,鉄骨造,3,1R,3394.6062,22,35.63091279,139.6313538,S00008,591.13
A00852,東京都,世田谷区,上用賀３丁目,1983,ＲＣ,3,1R,3161.5176,23,35.63093681,139.6322055,S00008,781.74
A00853,東京都,世田谷区,上用賀３丁目,1995,鉄骨造,3,1R,3238.0935,29,35.63084078,139.629131,S00008,778.63
A00854,東京都,世田谷区,上用賀３丁目,2005,ＲＣ,2,1R,3436.5762,24,35.63085294,139.6318171,S00008,797.85
A00855,東京都,世田谷区,玉川台１丁目,1989,ＲＣ,4,1R,3338.662,21,35.62374778,139.6351125,S00008,407.18
A00856,東京都,世田谷区,玉川台１丁目,1990,ＲＣ,8,1R,3324.8901,24,35.62367704,139.6335455,S00008,416.63
A00857,東京都,世田谷区,玉川台１丁目,1989,ＲＣ,4,1R,3346.484,21,35.62262833,139.6325094,S00008,485.69
A00858,東京都,世田谷区,玉川台１丁目,2001,ＲＣ,3,1R,3396.4678,30,35.62403274,139.6341181,S00008,343.44
A00859,東京都,世田谷区,玉川台１丁目,1985,ＲＣ,4,1R,3338.662,20,35.62352038,139.6333925,S00008,402.89
A00860,東京都,世田谷区,玉川台１丁目,1984,ＲＣ,7,1R,3338.662,27,35.62395841,139.6336093,S00008,295.67
A00861,東京都,世田谷区,玉川台１丁目,1978,鉄骨造,4,1R,2954.8787,23,35.62371549,139.63419,S00008,447.58
A00862,東京都,世田谷区,岡本１丁目,1993,鉄骨造,3,1R,2930.936,24,35.62405874,139.6229707,S00008,1271.43
A00863,東京都,世田谷区,上用賀１丁目,1996,ＲＣ,4,1R,3334.189,25,35.63141243,139.6356689,S00008,766.73
A00864,東京都,世田谷区,祖師谷３丁目,1977,ＲＣ,3,1R,2579.5498,20,35.6449652,139.6070539,S00010,462.71
A00865,東京都,世田谷区,祖師谷３丁目,1995,鉄骨造,3,1R,3020.1008,28,35.64296064,139.6042307,S00010,650.16
A00866,東京都,世田谷区,祖師谷３丁目,1980,鉄骨造,3,1R,2784.8604,22,35.64270965,139.6043209,S00010,565.53
A00867,東京都,世田谷区,祖師谷３丁目,1987,ＲＣ,5,1R,3045.232,22,35.6462392,139.6045778,S00010,697.54
A00868,東京都,世田谷区,祖師谷３丁目,1984,ＲＣ,4,1R,3039.8232,25,35.6459287,139.6063386,S00010,735.27
A00869,東京都,世田谷区,祖師谷３丁目,2006,鉄骨造,3,1R,3238.3774,24,35.64422278,139.6053485,S00010,468.92
A00870,東京都,世田谷区,千歳台１丁目,1986,ＲＣ,3,1R,2954.8862,30,35.64576591,139.6152981,S00010,775.23
A00871,東京都,世田谷区,千歳台１丁目,1973,ＳＲＣ,4,1R,2415.6694,29,35.64939017,139.6154171,S00010,1086.43
A00872,東京都,世田谷区,千歳台１丁目,1974,ＳＲＣ,8,1R,2387.9421,25,35.64704377,139.6161834,S00010,1129.87
A00873,東京都,世田谷区,千歳台１丁目,1997,ＲＣ,3,1R,3048.4365,23,35.64611578,139.6140711,S00010,664.83
A00874,東京都,世田谷区,千歳台１丁目,1989,鉄骨造,2,1R,2996.2976,23,35.64669338,139.6150902,S00010,798.27
A00875,東京都,世田谷区,千歳台１丁目,2002,鉄骨,3,1R,2838.2947,30,35.64753982,139.6141186,S00010,991.2
A00876,東京都,世田谷区,千歳台１丁目,1987,ＲＣ,5,1R,2840.6323,24,35.64921996,139.6156102,S00010,1056.86
A00877,東京都,世田谷区,祖師谷１丁目,2006,鉄骨造,3,1R,3236.0044,26,35.64647326,139.6095272,S00010,488.56
A00878,東京都,世田谷区,祖師谷１丁目,1984,ＲＣ,3,1R,2974.1416,28,35.64593093,139.6111891,S00010,394.61
A00879,東京都,世田谷区,桜１丁目,1987,ＲＣ,4,1R,3223.5764,24,35.64556034,139.6439753,S00011,532.04
A00880,東京都,世田谷区,祖師谷１丁目,1988,ＡＬＣ,2,1R,2989.5894,22,35.64529538,139.6127385,S00010,510.8
A00881,東京都,世田谷区,祖師谷１丁目,1988,ＲＣ,3,1R,3034.5654,22,35.64668467,139.6112036,S00010,463.47
A00882,東京都,世田谷区,祖師谷１丁目,1992,ＲＣ,2,1R,3043.6467,20,35.64694076,139.6105572,S00010,436.63
A00883,東京都,世田谷区,祖師谷１丁目,1989,ＲＣ,3,1R,3034.5654,30,35.64567957,139.6102128,S00010,371.79
A00884,東京都,世田谷区,祖師谷１丁目,1995,ＲＣ,3,1R,3018.1763,26,35.64694062,139.6129474,S00010,716.21
A00885,東京都,世田谷区,祖師谷１丁目,1992,鉄骨造,3,1R,3017.7278,22,35.64627102,139.611612,S00010,668.95
A00886,東京都,世田谷区,祖師谷１丁目,2007,鉄骨造,3,1R,3218.6392,28,35.64593082,139.6108189,S00010,362.03
A00887,東京都,世田谷区,祖師谷４丁目,2012,ＲＣ,4,1R,3140.47,29,35.64782736,139.603296,S00010,987.67
A00888,東京都,世田谷区,祖師谷４丁目,2011,ＲＣ,3,1R,3006.361,22,35.64869663,139.6031673,S00010,1260.3
A00889,東京都,世田谷区,祖師谷４丁目,1988,ＲＣ,3,1R,2814.7532,24,35.64772255,139.6033922,S00010,963.1
A00890,東京都,世田谷区,祖師谷４丁目,1995,ＲＣ,3,1R,2926.6736,23,35.64637992,139.602948,S00010,843.04
A00891,東京都,世田谷区,祖師谷４丁目,1986,鉄骨造,3,1R,2812.8516,24,35.64716393,139.603592,S00010,896.97
A00892,東京都,世田谷区,祖師谷４丁目,1986,鉄骨造,2,1R,2845.4902,24,35.64783982,139.6048916,S00010,865.99
A00893,東京都,世田谷区,祖師谷４丁目,1990,鉄骨造,3,1R,2808.7927,20,35.64870467,139.6035509,S00010,1117.43
A00894,東京都,世田谷区,祖師谷４丁目,1995,鉄骨造,3,1R,3014.6921,28,35.64630248,139.6031869,S00010,809.77
A00895,東京都,世田谷区,祖師谷４丁目,2002,鉄骨,3,1R,2919.224,23,35.64872535,139.6054273,S00010,866.58
A00896,東京都,世田谷区,祖師谷４丁目,2006,鉄骨造,2,1R,3190.133,24,35.64704761,139.6049575,S00010,759.82
A00897,東京都,世田谷区,祖師谷４丁目,1985,ＲＣ,3,1R,2845.9387,22,35.64719059,139.6041033,S00010,888.91
A00898,東京都,世田谷区,祖師谷４丁目,1989,ＲＣ,4,1R,2843.0054,29,35.64852577,139.6037253,S00010,1095.63
A00899,東京都,世田谷区,砧６丁目,1995,ＲＣ,3,1R,3043.6467,22,35.6429665,139.6104671,S00010,153.35
A00900,東京都,世田谷区,砧６丁目,2001,ＲＣ,2,1R,3091.2722,30,35.64340668,139.6126131,S00010,495.18
A00901,東京都,世田谷区,砧２丁目,1988,ＲＣ,4,1R,2832.312,28,35.64082568,139.6179389,S00010,1068.33
A00902,東京都,世田谷区,砧２丁目,1998,ＲＣ,4,1R,2920.4668,24,35.6422629,139.617389,S00010,951.22
A00903,東京都,世田谷区,砧２丁目,2003,ＲＣ,5,1R,2971.72,20,35.64210298,139.6171097,S00010,1002.69
A00904,東京都,世田谷区,砧２丁目,1992,鉄骨造,4,1R,2902.1238,20,35.64196718,139.6164522,S00010,925.94
A00905,東京都,世田谷区,砧２丁目,1988,ＲＣ,3,1R,2885.425,30,35.64125727,139.6164304,S00010,882.62
A00906,東京都,世田谷区,砧２丁目,1993,ＳＲＣ,3,1R,2923.852,26,35.64283936,139.6167921,S00010,834.66
A00907,東京都,世田谷区,砧２丁目,2007,ＲＣ,4,1R,3160.9307,26,35.64211177,139.6174819,S00010,1046.77
A00908,東京都,世田谷区,砧２丁目,1986,ＲＣ,4,1R,2842.4163,27,35.64261265,139.6169286,S00010,974.25
A00909,東京都,世田谷区,砧２丁目,2008,ＲＣ,5,1R,3364.5376,26,35.64414545,139.6157389,S00010,697.56
A00910,東京都,世田谷区,砧４丁目,1981,ＲＣ,3,1R,2844.2124,27,35.64121266,139.6142965,S00010,691.07
A00911,東京都,世田谷区,砧４丁目,1998,鉄骨造,2,1R,2931.2578,29,35.64062475,139.6154825,S00010,870.13
A00912,東京都,世田谷区,砧４丁目,2003,ＲＣ,7,1R,3175.327,23,35.64271887,139.6153287,S00010,729.23
A00913,東京都,世田谷区,砧４丁目,1980,ＲＣ,2,1R,2608.7544,29,35.63880129,139.6156213,S00010,1003.71
A00914,東京都,世田谷区,砧４丁目,2001,ＲＣ,3,1R,3048.4365,27,35.64212657,139.6141332,S00010,623.82
A00915,東京都,世田谷区,砧４丁目,2004,鉄骨造,2,1R,3172.3752,28,35.64216758,139.6139808,S00010,580.13
A00916,東京都,世田谷区,砧４丁目,2008,ＲＣ,4,1R,3226.4182,22,35.63939279,139.6161916,S00010,1036.86
A00917,東京都,世田谷区,砧４丁目,1989,ＲＣ,3,1R,2852.7864,29,35.64143574,139.616002,S00010,911.71
A00918,東京都,世田谷区,砧４丁目,1994,ＲＣ,4,1R,2927.6533,21,35.63912196,139.6154872,S00010,948.53
A00919,東京都,世田谷区,砧４丁目,1997,ＲＣ,6,1R,3122.4297,20,35.6419149,139.6149488,S00010,658.62
A00920,東京都,世田谷区,砧４丁目,1995,ＲＣ,3,1R,3024.9558,26,35.64177896,139.6152383,S00010,768.72
A00921,東京都,世田谷区,砧４丁目,1983,ＲＣ,3,1R,2906.6582,23,35.64273049,139.6155641,S00010,794.83
A00922,東京都,世田谷区,砧４丁目,1976,ＲＣ,5,1R,2685.658,28,35.6410025,139.6135905,S00010,651.96
A00923,東京都,世田谷区,砧４丁目,1992,ＲＣ,5,1R,2902.5723,24,35.64078748,139.6159625,S00010,926.65
A00924,東京都,世田谷区,砧４丁目,2005,鉄骨造,3,1R,3081.5786,29,35.64194914,139.6154712,S00010,819.41
A00925,東京都,世田谷区,砧５丁目,1991,ＲＣ,4,1R,2928.782,29,35.63784587,139.6078625,S00010,1126.12
A00926,東京都,世田谷区,砧５丁目,1994,ＲＣ,4,1R,2919.318,26,35.63754579,139.6092762,S00010,988.29
A00927,東京都,世田谷区,砧５丁目,1994,ＲＣ,3,1R,2879.6855,27,35.63585206,139.6083188,S00010,1142.12
A00928,東京都,世田谷区,砧３丁目,1990,ＲＣ,4,1R,2890.0303,29,35.6348029,139.6113131,S00010,1222.87
A00929,東京都,世田谷区,砧３丁目,1983,ＲＣ,3,1R,2987.9534,22,35.63881696,139.6112342,S00010,668.73
A00930,東京都,世田谷区,砧３丁目,1997,ＡＬＣ,3,1R,3068.5405,30,35.63895002,139.6122862,S00010,777.34
A00931,東京都,世田谷区,砧３丁目,1993,ＲＣ,3,1R,2879.6855,23,35.63729523,139.61439,S00010,1154.46
A00932,東京都,世田谷区,砧３丁目,1979,鉄骨造,3,1R,2513.7466,26,35.63724563,139.6140668,S00010,1194.54
A00933,東京都,世田谷区,砧３丁目,1990,ＲＣ,4,1R,3120.5347,30,35.63930502,139.6118253,S00010,694.89
A00934,東京都,世田谷区,砧３丁目,1989,鉄骨造,3,1R,2882.9163,24,35.63743515,139.61196,S00010,965.55
A00935,東京都,世田谷区,砧３丁目,1986,鉄骨造,3,1R,2827.2244,30,35.63565145,139.6117751,S00010,1110.67
A00936,東京都,世田谷区,砧３丁目,1983,鉄骨造,2,1R,2763.7065,25,35.63609598,139.6112662,S00010,966.59
A00937,東京都,世田谷区,砧３丁目,1995,ＲＣ,3,1R,2818.369,28,35.63735857,139.6147482,S00010,1519.48
A00938,東京都,世田谷区,大蔵１丁目,1999,ＲＣ,7,1R,2910.8203,25,35.63383544,139.6160137,S00010,1772.19
A00939,東京都,世田谷区,大蔵１丁目,1996,ＲＣ,5,1R,2961.0522,29,35.63365645,139.6195923,S00010,1907.06
A00940,東京都,世田谷区,砧８丁目,1996,鉄骨,2,1R,3040.1775,29,35.64284144,139.6082992,S00010,142.62
A00941,東京都,世田谷区,松原２丁目,1996,ＳＲＣ,9,1R,3352.4329,27,35.6665275,139.6473685,S00012,415.09
A00942,東京都,世田谷区,祖師谷３丁目,1977,ＲＣ,3,1R,2535.7957,21,35.64348674,139.6085298,S00010,44.02
A00943,東京都,世田谷区,祖師谷１丁目,1992,ＲＣ,3,1R,3043.6467,30,35.64489855,139.610221,S00010,204.19
A00944,東京都,世田谷区,砧６丁目,1994,ＲＣ,3,1R,3043.6467,20,35.64240334,139.610993,S00010,385.2
A00945,東京都,世田谷区,砧６丁目,1990,ＲＣ,3,1R,3034.5654,26,35.64288508,139.6105017,S00010,240.39
A00946,東京都,世田谷区,砧６丁目,1982,ＲＣ,3,1R,2869.6829,23,35.64064272,139.6091015,S00010,397.88
A00947,東京都,世田谷区,砧６丁目,1990,ＲＣ,5,1R,3124.5503,23,35.64035939,139.6100816,S00010,449.57
A00948,東京都,世田谷区,大蔵２丁目,2002,ＳＲＣ,9,1R,2924.7388,30,35.63169882,139.6111919,S00010,1545.81
A00949,東京都,世田谷区,大蔵２丁目,2004,ＲＣ,3,1R,3003.7573,24,35.63357503,139.6155402,S00010,1888.98
A00950,東京都,世田谷区,岡本３丁目,1991,鉄骨造,3,1R,2918.979,21,35.62711948,139.6144734,S00010,2212.53
A00951,東京都,世田谷区,岡本３丁目,1980,ＲＣ,5,1R,2732.8489,28,35.62793027,139.6123524,S00010,2092.83
A00952,東京都,世田谷区,岡本３丁目,1992,ＲＣ,3,1R,2909.9636,22,35.62748866,139.6135936,S00010,2087
A00953,東京都,世田谷区,岡本３丁目,2001,鉄骨造,2,1R,2939.7754,28,35.62721061,139.6141443,S00010,2154.44
A00954,東京都,世田谷区,砧１丁目,1998,ＳＲＣ,10,1R,2940.6714,20,35.63740786,139.6187236,S00010,1485.67
A00955,東京都,世田谷区,砧１丁目,1981,ＲＣ,2,1R,2650.073,23,35.63869214,139.618329,S00010,1263.26
A00956,東京都,世田谷区,砧１丁目,1976,ＲＣ,4,1R,2437.6,29,35.63693457,139.6185087,S00010,1552.45
A00957,東京都,世田谷区,宮坂１丁目,1967,ＲＣ,4,1R,2554.7441,20,35.64982866,139.6437839,S00011,599.4
A00958,東京都,世田谷区,宮坂１丁目,1982,ＡＬＣ,2,1R,2953.357,26,35.65003022,139.6435884,S00011,358.78
A00959,東京都,世田谷区,宮坂１丁目,1991,鉄骨造,2,1R,3218.8093,26,35.65054907,139.6449497,S00011,444.45
A00960,東京都,世田谷区,宮坂１丁目,1988,ＲＣ,4,1R,3248.7454,27,35.6491932,139.6407356,S00011,467.29
A00961,東京都,世田谷区,宮坂１丁目,2005,ＡＬＣ,3,1R,3207.097,27,35.64934858,139.6446464,S00011,251.97
A00962,東京都,世田谷区,豪徳寺２丁目,1979,ＲＣ,0,1R,2779.1392,29,35.64755131,139.6459091,S00011,205.82
A00963,東京都,世田谷区,豪徳寺２丁目,1998,鉄骨,3,1R,3282.0867,22,35.64843119,139.6488033,S00011,464
A00964,東京都,世田谷区,豪徳寺２丁目,2005,ＡＬＣ,2,1R,3207.097,22,35.64730563,139.6462599,S00011,159.46
A00965,東京都,世田谷区,豪徳寺２丁目,1993,鉄骨,2,1R,3194.9387,21,35.64674815,139.6458591,S00011,169.73
A00966,東京都,世田谷区,梅丘２丁目,2000,鉄骨造,3,1R,3325.9363,20,35.64936639,139.64948,S00011,538.83
A00967,東京都,世田谷区,梅丘２丁目,2005,ＲＣ,3,1R,3351.4731,29,35.64932512,139.6491207,S00011,506.5
A00968,東京都,世田谷区,桜１丁目,2001,鉄骨造,3,1R,3291.8337,25,35.64649276,139.6448432,S00011,249.05
A00969,東京都,世田谷区,桜１丁目,2009,ＲＣ,3,1R,3387.728,30,35.64652645,139.6451757,S00011,237.33
A00970,東京都,世田谷区,宮坂１丁目,1990,ＲＣ,4,1R,3234.4766,20,35.64823361,139.6437058,S00011,154.66
A00971,東京都,世田谷区,宮坂１丁目,1973,鉄骨造,3,1R,2743.9583,29,35.64942555,139.6430741,S00011,390.91
A00972,東京都,世田谷区,宮坂１丁目,2002,ＲＣ,6,1R,3354.0872,27,35.65008729,139.64204,S00011,435.86
A00973,東京都,世田谷区,宮坂１丁目,1972,鉄骨造,0,1R,2743.9583,25,35.6480025,139.6424616,S00011,272.66
A00974,東京都,世田谷区,宮坂１丁目,1980,ＲＣ,4,1R,3032.5327,23,35.64705198,139.6418203,S00011,370.58
A00975,東京都,世田谷区,宮坂１丁目,1995,鉄骨造,4,1R,3217.639,30,35.65019088,139.6447453,S00011,576.39
A00976,東京都,世田谷区,宮坂１丁目,2009,鉄骨造,3,1R,3370.8914,28,35.65062128,139.6427148,S00011,539.27
A00977,東京都,世田谷区,宮坂１丁目,1989,ＲＣ,4,1R,3234.4766,22,35.64987859,139.6432609,S00011,321.81
A00978,東京都,世田谷区,宮坂１丁目,1992,ＲＣ,3,1R,3209.794,26,35.64831414,139.6433906,S00011,187.54
A00979,東京都,世田谷区,宮坂２丁目,1987,ＲＣ,4,1R,3209.006,24,35.65153332,139.6426659,S00011,627.15
A00980,東京都,世田谷区,宮坂２丁目,1986,ＲＣ,3,1R,3158.8528,25,35.65132862,139.6437768,S00011,466.56
A00981,東京都,世田谷区,宮坂２丁目,2011,ＲＣ,3,1R,3331.1035,26,35.65127652,139.643213,S00011,571.56
A00982,東京都,世田谷区,豪徳寺２丁目,2009,ＲＣ,3,1R,3407.8643,21,35.64757648,139.6478846,S00011,304.34
A00983,東京都,世田谷区,豪徳寺２丁目,2012,ＡＬＣ,2,1R,3153.7039,29,35.64979438,139.6482359,S00011,435.52
A00984,東京都,世田谷区,桜１丁目,1999,鉄骨,2,1R,3134.0195,26,35.64436841,139.6399012,S00011,874.1
A00985,東京都,世田谷区,桜１丁目,1991,ＡＬＣ,3,1R,3168.5715,23,35.64538591,139.6392425,S00011,762.07
