id,pref_name,city_name,district_name,built_year,structure,top_floor_num,room_type,price,area,latitude,longitude,nearest_station_id,dist_to_nearest_station
A01733,東京都,世田谷区,代沢１丁目,2014,鉄骨造,3,1R,3561.9614,26,35.65621663,139.6760714,S00020,788.24
A01734,東京都,世田谷区,代沢１丁目,1998,ＲＣ,2,1R,3702.6482,29,35.65945488,139.6755013,S00020,352.5
A01735,東京都,世田谷区,代沢１丁目,2010,ＲＣ,4,1R,3847.9558,28,35.65844251,139.6769301,S00020,640.93
A01736,東京都,世田谷区,代沢１丁目,1985,ＲＣ,5,1R,3526.8572,28,35.65862619,139.6776839,S00020,648.79
A01737,東京都,世田谷区,代沢１丁目,1987,ＲＣ,2,1R,3451.2334,27,35.65770678,139.6766643,S00020,663.33
A01738,東京都,世田谷区,代沢３丁目,1989,ＲＣ,2,1R,3401.1458,20,35.65524693,139.6741559,S00020,893.52
A01739,東京都,世田谷区,代沢３丁目,1973,ＲＣ,6,1R,3351.179,21,35.65708421,139.6702987,S00020,527.84
A01740,東京都,世田谷区,代沢３丁目,1998,ＲＣ,3,1R,3479.7417,23,35.65451097,139.6717101,S00020,1100.57
A01741,東京都,世田谷区,代沢３丁目,1979,鉄骨造,3,1R,3238.55,23,35.65636165,139.6697359,S00020,703.17
A01742,東京都,世田谷区,代沢３丁目,2004,鉄骨造,3,1R,3538.4438,27,35.65490619,139.6716799,S00020,1096.13
A01743,東京都,世田谷区,代沢３丁目,1990,ＲＣ,3,1R,3401.1458,30,35.65552459,139.6711154,S00020,845.65
A01744,東京都,世田谷区,代沢３丁目,2007,ＲＣ,4,1R,3857.6907,21,35.656674,139.6699532,S00020,649.88
A01745,東京都,世田谷区,代沢３丁目,2004,鉄骨,3,1R,3524.037,26,35.6550918,139.6723171,S00020,1023.47
A01746,東京都,世田谷区,代沢３丁目,1982,ＲＣ,3,1R,3274.0361,27,35.6550656,139.6696846,S00020,875.94
A01747,東京都,世田谷区,代沢３丁目,2013,鉄骨造,2,1R,3496.5913,22,35.65486195,139.6695408,S00020,944.57
A01748,東京都,世田谷区,代沢３丁目,1994,ＲＣ,3,1R,3417.1672,30,35.65534839,139.6717054,S00020,895.4
A01749,東京都,世田谷区,三宿２丁目,2003,ＲＣ,3,1R,3487.354,24,35.65252997,139.678002,S00020,1424.92
A01750,東京都,世田谷区,三宿２丁目,2009,ＲＣ,5,1R,3763.8936,26,35.65277715,139.6775565,S00020,1243.28
A01751,東京都,世田谷区,池尻４丁目,1971,ＲＣ,7,1R,3054.8613,26,35.65342991,139.6786828,S00020,1300.51
A01752,東京都,世田谷区,池尻４丁目,1981,ＲＣ,3,1R,3248.1245,25,35.65479793,139.6788824,S00020,1110.36
A01753,東京都,世田谷区,池尻４丁目,2007,ＲＣ,9,1R,3778.6467,29,35.65394302,139.6791658,S00020,1222.31
A01754,東京都,世田谷区,池尻４丁目,2008,ＳＲＣ,15,1R,3924.6064,24,35.65313843,139.6788243,S00020,1304.98
A01755,東京都,世田谷区,池尻４丁目,1978,ＲＣ,7,1R,3214.766,25,35.65325701,139.6777948,S00020,1221.86
A01756,東京都,世田谷区,池尻４丁目,1970,ＲＣ,9,1R,3134.9968,30,35.65380591,139.6788959,S00020,1199.19
A01757,東京都,世田谷区,池尻４丁目,1990,ＲＣ,4,1R,3435.8547,23,35.65209215,139.6795432,S00020,1381.64
A01758,東京都,世田谷区,池尻４丁目,1998,ＲＣ,6,1R,3548.0032,30,35.65462897,139.6799806,S00020,1339.83
A01759,東京都,世田谷区,池尻４丁目,1973,ＲＣ,5,1R,3125.259,25,35.65207884,139.6836149,S00020,1777.58
A01760,東京都,世田谷区,池尻４丁目,2014,鉄骨造,3,1R,3483.3079,24,35.65420306,139.6796452,S00020,1249.4
A01761,東京都,世田谷区,池尻４丁目,1985,ＲＣ,4,1R,3435.8547,26,35.65439487,139.6796218,S00020,1221.8
A01762,東京都,世田谷区,池尻４丁目,1970,ＲＣ,5,1R,3132.8486,27,35.65261881,139.6782278,S00020,1401.38
A01763,東京都,世田谷区,池尻４丁目,1990,鉄骨造,3,1R,3371.0713,24,35.65419767,139.6790858,S00020,1178.01
A01764,東京都,世田谷区,池尻４丁目,2004,ＲＣ,5,1R,3682.0984,26,35.6539512,139.678323,S00020,1158.87
A01765,東京都,世田谷区,池尻２丁目,1995,ＲＣ,3,1R,3481.288,30,35.64992752,139.6842422,S00020,2283.38
A01766,東京都,世田谷区,池尻２丁目,1988,ＲＣ,4,1R,3499.0308,28,35.64980177,139.6842183,S00020,2275.65
A01767,東京都,世田谷区,池尻３丁目,1998,鉄骨造,3,1R,3572.269,20,35.65203868,139.6812153,S00020,1550.69
A01768,東京都,世田谷区,池尻３丁目,2007,ＲＣ,3,1R,3723.7053,21,35.65185091,139.6811714,S00020,1633.78
A01769,東京都,世田谷区,池尻３丁目,1992,ＲＣ,4,1R,3552.254,21,35.65173588,139.6822108,S00020,1736.46
A01770,東京都,世田谷区,池尻３丁目,1985,ＲＣ,3,1R,3475.7722,21,35.65169809,139.6824323,S00020,1837.92
A01771,東京都,世田谷区,池尻３丁目,1982,ＲＣ,3,1R,3370.1226,22,35.65150007,139.6813948,S00020,1854.52
A01772,東京都,世田谷区,池尻３丁目,1991,ＲＣ,4,1R,3423.354,24,35.65182237,139.6794448,S00020,1391.07
A01773,東京都,世田谷区,宮坂２丁目,2003,ＲＣ,3,1R,3267.8743,24,35.65151596,139.6406465,S00019,506.66
A01774,東京都,世田谷区,宮坂２丁目,1991,ＲＣ,4,1R,3241.82,30,35.65107165,139.6411058,S00019,576.18
A01775,東京都,世田谷区,経堂４丁目,2007,ＲＣ,4,1R,3517.0918,20,35.64967528,139.6304376,S00019,636.12
A01776,東京都,世田谷区,経堂４丁目,1987,ＲＣ,3,1R,3147.6511,27,35.64970017,139.6308907,S00019,575.1
A01777,東京都,世田谷区,経堂５丁目,1988,ＲＣ,4,1R,3223.275,23,35.64848133,139.6310526,S00019,666.29
A01778,東京都,世田谷区,経堂５丁目,1992,ＲＣ,3,1R,3198.5923,21,35.6484757,139.6312835,S00019,627.99
A01779,東京都,世田谷区,経堂５丁目,1979,ＲＣ,4,1R,2887.328,24,35.64890555,139.6311658,S00019,601.38
A01780,東京都,世田谷区,経堂５丁目,2001,ＲＣ,2,1R,3281.0806,20,35.64932008,139.6312129,S00019,627.39
A01781,東京都,世田谷区,経堂５丁目,1981,ＲＣ,5,1R,3070.419,23,35.64881139,139.6314138,S00019,569.68
A01782,東京都,世田谷区,経堂１丁目,2003,鉄骨造,2,1R,3306.1025,24,35.65018783,139.6343653,S00019,231.59
A01783,東京都,世田谷区,経堂１丁目,1978,ＲＣ,2,1R,2793.408,22,35.64863357,139.633188,S00019,463.61
A01784,東京都,世田谷区,経堂１丁目,1987,ＲＣ,3,1R,3173.1216,23,35.65002482,139.6338397,S00019,283.98
A01785,東京都,世田谷区,経堂１丁目,1989,鉄骨造,4,1R,3265.662,25,35.64844629,139.6329683,S00019,488.66
A01786,東京都,世田谷区,経堂１丁目,2003,ＲＣ,6,1R,3368.356,20,35.64959165,139.6337057,S00019,431.65
A01787,東京都,世田谷区,経堂１丁目,2001,ＲＣ,4,1R,3368.356,21,35.6497814,139.63252,S00019,404.34
A01788,東京都,世田谷区,経堂１丁目,1981,ＲＣ,4,1R,3095.8894,26,35.65036239,139.6345834,S00019,186.71
A01789,東京都,世田谷区,経堂１丁目,2013,ＲＣ,6,1R,3485.9377,20,35.64975674,139.6331149,S00019,657.62
A01790,東京都,世田谷区,経堂１丁目,2007,ＲＣ,3,1R,3401.9968,25,35.65008576,139.6333517,S00019,404.39
A01791,東京都,世田谷区,経堂３丁目,1991,鉄骨造,2,1R,3207.6077,27,35.65095173,139.6301463,S00019,642.03
A01792,東京都,世田谷区,赤堤１丁目,1998,鉄骨造,2,1R,3265.1555,20,35.65390641,139.6405924,S00019,676.93
A01793,東京都,世田谷区,赤堤１丁目,1972,鉄骨造,2,1R,2771.415,21,35.65520062,139.6388294,S00019,634.35
A01794,東京都,世田谷区,赤堤１丁目,1979,ＲＣ,5,1R,2887.328,21,35.65506777,139.6386113,S00019,650.17
A01795,東京都,世田谷区,経堂５丁目,1995,鉄骨造,3,1R,3081.414,30,35.64539209,139.6317992,S00019,888.75
A01796,東京都,世田谷区,経堂５丁目,1997,ＲＣ,3,1R,3243.0518,24,35.64795027,139.6311924,S00019,752.15
A01797,東京都,世田谷区,経堂５丁目,1993,鉄骨造,5,1R,3231.9077,21,35.64707481,139.6326417,S00019,622.82
A01798,東京都,世田谷区,経堂５丁目,1992,鉄骨造,3,1R,3104.268,26,35.64592136,139.6335482,S00019,827.53
A01799,東京都,世田谷区,経堂５丁目,2005,鉄骨造,3,1R,3178.641,27,35.64549164,139.6317419,S00019,919.62
A01800,東京都,世田谷区,経堂５丁目,2001,ＲＣ,5,1R,3337.4768,22,35.64603236,139.6337792,S00019,775.97
A01801,東京都,世田谷区,経堂５丁目,1992,鉄骨造,2,1R,3198.1438,24,35.64752969,139.6323201,S00019,596.73
A01802,東京都,世田谷区,経堂５丁目,2004,ＲＣ,3,1R,3261.8572,28,35.64586054,139.6340128,S00019,814.21
A01803,東京都,世田谷区,経堂５丁目,1981,ＡＬＣ,2,1R,2820.9463,30,35.64606515,139.6333178,S00019,816.63
A01804,東京都,世田谷区,経堂５丁目,2005,鉄骨造,2,1R,3328.009,24,35.64620103,139.633468,S00019,716.6
A01805,東京都,世田谷区,経堂５丁目,1981,ＲＣ,3,1R,2855.0222,28,35.6462222,139.6325916,S00019,814.89
A01806,東京都,世田谷区,経堂５丁目,1997,ＲＣ,3,1R,3248.4604,27,35.6470496,139.6327293,S00019,663.42
A01807,東京都,世田谷区,桜丘１丁目,2009,ＰＣ,3,1R,3101.9106,21,35.6403043,139.6338161,S00019,1524.27
A01808,東京都,世田谷区,桜丘１丁目,2009,ＰＣ,3,1R,3125.063,26,35.64268404,139.6329362,S00019,1007.88
A01809,東京都,世田谷区,桜丘１丁目,1996,ＲＣ,6,1R,3107.0564,30,35.6447471,139.6323911,S00019,932.86
A01810,東京都,世田谷区,桜丘１丁目,2004,鉄骨造,2,1R,3319.5212,29,35.6454134,139.6339958,S00019,787.3
A01811,東京都,世田谷区,桜丘１丁目,2007,ＲＣ,4,1R,3313.4856,23,35.64437714,139.6348526,S00019,1043.58
A01812,東京都,世田谷区,桜丘１丁目,2006,ＲＣ,3,1R,3371.1177,30,35.64564815,139.6342097,S00019,751.37
A01813,東京都,世田谷区,桜丘１丁目,2007,鉄骨造,2,1R,3196.3555,25,35.64391536,139.6343095,S00019,909.16
A01814,東京都,世田谷区,桜丘１丁目,2005,鉄骨造,2,1R,3073.1501,30,35.64164981,139.6328852,S00019,1461.43
A01815,東京都,世田谷区,桜３丁目,1998,ＲＣ,3,1R,3010.7454,27,35.64054968,139.6345423,S00019,1439.24
A01816,東京都,世田谷区,宮坂３丁目,2006,鉄骨造,2,1R,3345.7234,20,35.65556419,139.6354979,S00019,622.69
A01817,東京都,世田谷区,宮坂３丁目,1989,ＲＣ,3,1R,3189.511,20,35.65532629,139.6359231,S00019,589.47
A01818,東京都,世田谷区,宮坂３丁目,1998,ＡＬＣ,3,1R,3213.441,22,35.65584046,139.6351121,S00019,698.23
A01819,東京都,世田谷区,宮坂３丁目,1972,ＲＣ,6,1R,2807.9104,28,35.65512533,139.6354191,S00019,571.61
A01820,東京都,世田谷区,宮坂３丁目,1983,ＲＣ,4,1R,3181.262,30,35.65666389,139.6344102,S00019,761.53
A01821,東京都,世田谷区,宮坂３丁目,1983,ＲＣ,4,1R,3219.0813,21,35.65418307,139.6348895,S00019,433.68
A01822,東京都,世田谷区,宮坂３丁目,2004,ＲＣ,3,1R,3355.733,23,35.65496905,139.6368218,S00019,575.92
A01823,東京都,世田谷区,宮坂３丁目,2009,鉄骨造,3,1R,3340.3147,26,35.6558929,139.6355185,S00019,762.1
A01824,東京都,世田谷区,宮坂３丁目,1989,ＲＣ,6,1R,3248.7454,29,35.65386133,139.6355245,S00019,430.02
A01825,東京都,世田谷区,宮坂３丁目,1983,ＲＣ,4,1R,3072.4023,29,35.65570177,139.6331267,S00019,839.04
A01826,東京都,世田谷区,宮坂３丁目,1990,ＲＣ,2,1R,3232.3467,30,35.65428319,139.634665,S00019,483.67
A01827,東京都,世田谷区,宮坂３丁目,2006,ＲＣ,4,1R,3517.0918,20,35.65553107,139.635971,S00019,685.78
A01828,東京都,世田谷区,宮坂３丁目,1973,ＲＣ,9,1R,2781.7896,30,35.65512301,139.6328126,S00019,745.22
A01829,東京都,世田谷区,経堂１丁目,1984,ＲＣ,5,1R,3248.7454,25,35.64816998,139.6378465,S00019,398.37
A01830,東京都,世田谷区,経堂１丁目,1972,ＲＣ,8,1R,2737.1963,24,35.65078263,139.636087,S00019,54.09
A01831,東京都,世田谷区,経堂１丁目,1982,ＲＣ,4,1R,3053.9304,23,35.64782986,139.6383036,S00019,542.72
A01832,東京都,世田谷区,経堂１丁目,2005,鉄骨造,4,1R,3436.7834,23,35.64897629,139.6388466,S00019,460.03
A01833,東京都,世田谷区,経堂１丁目,1991,ＲＣ,4,1R,3267.2905,20,35.65004963,139.6383084,S00019,300.81
A01834,東京都,世田谷区,経堂１丁目,1989,ＲＣ,5,1R,3248.7454,24,35.65010295,139.6380523,S00019,196.9
A01835,東京都,世田谷区,桜３丁目,2003,ＡＬＣ,3,1R,3011.1584,21,35.64023886,139.6355174,S00019,1501.5
A01836,東京都,世田谷区,桜３丁目,2007,鉄骨造,3,1R,3128.8506,20,35.64078503,139.6354578,S00019,1359.94
A01837,東京都,世田谷区,赤堤５丁目,2004,ＡＬＣ,2,1R,3190.3152,23,35.6622963,139.6383427,S00021,508.27
A01838,東京都,世田谷区,赤堤５丁目,1995,ＲＣ,3,1R,3245.6553,30,35.66331781,139.6385172,S00022,539.72
A01839,東京都,世田谷区,松原３丁目,1990,他,3,1R,3163.2769,21,35.6634647,139.6447955,S00022,572.31
A01840,東京都,世田谷区,松原３丁目,1990,ＲＣ,3,1R,3182.8684,28,35.66326422,139.6454128,S00022,694.42
A01841,東京都,世田谷区,松原３丁目,1971,ＳＲＣ,14,1R,2769.4075,25,35.6656896,139.6445906,S00022,345.87
A01842,東京都,世田谷区,松原３丁目,1984,ＳＲＣ,2,1R,3121.996,29,35.66362394,139.6452328,S00022,701.48
A01843,東京都,世田谷区,松原３丁目,1996,ＲＣ,3,1R,3217.906,29,35.66503118,139.645225,S00022,523.82
A01844,東京都,世田谷区,松原３丁目,1992,鉄骨造,3,1R,3230.938,22,35.66566246,139.6455423,S00022,539.36
A01845,東京都,世田谷区,松原３丁目,1985,ＡＬＣ,3,1R,3106.9326,26,35.66352314,139.6454919,S00022,675.75
A01846,東京都,世田谷区,松原３丁目,1992,鉄骨造,2,1R,3216.9717,22,35.66341139,139.6434968,S00022,432.69
A01847,東京都,世田谷区,松原３丁目,1996,ＲＣ,7,1R,3250.8486,21,35.66387014,139.6445162,S00022,510.08
A01848,東京都,世田谷区,松原３丁目,1999,ＲＣ,3,1R,3245.7551,30,35.66494312,139.6443508,S00022,506.78
A01849,東京都,世田谷区,松原３丁目,1983,ＲＣ,3,1R,3092.7805,20,35.66309014,139.6454265,S00021,647.41
A01850,東京都,世田谷区,松原３丁目,1989,ＲＣ,4,1R,3237.651,23,35.66548073,139.6444048,S00022,379.03
A01851,東京都,世田谷区,松原３丁目,1984,ＲＣ,7,1R,3212.1804,26,35.66315029,139.6449942,S00021,609.33
A01852,東京都,世田谷区,松原３丁目,1963,ＲＣ,3,1R,3258.5947,24,35.66528877,139.6452267,S00022,548.89
A01853,東京都,世田谷区,松原３丁目,2004,ＲＣ,15,1R,3671.7593,24,35.66322505,139.6439077,S00022,463.9
A01854,東京都,世田谷区,松原３丁目,1985,鉄骨造,3,1R,3124.0715,25,35.6640979,139.6447749,S00022,549.01
A01855,東京都,世田谷区,松原３丁目,1987,ＲＣ,2,1R,3128.6597,26,35.66544919,139.6447899,S00022,760.07
A01856,東京都,世田谷区,松原３丁目,1987,ＲＣ,4,1R,3237.651,23,35.66412672,139.6430024,S00022,312.91
A01857,東京都,世田谷区,松原３丁目,2006,鉄骨造,3,1R,3339.0808,22,35.66380137,139.6448923,S00022,588.31
A01858,東京都,世田谷区,松原３丁目,2004,ＳＲＣ,12,1R,3534.407,20,35.66414622,139.6451607,S00022,539.3
A01859,東京都,世田谷区,赤堤２丁目,2015,ＡＬＣ,3,1R,3109.7227,26,35.65922478,139.6432923,S00021,264.48
A01860,東京都,世田谷区,赤堤２丁目,1997,ＲＣ,7,1R,3338.8323,20,35.65894649,139.6456594,S00021,471.11
A01861,東京都,世田谷区,赤堤２丁目,2015,ＡＬＣ,3,1R,3066.594,30,35.65843031,139.6450482,S00021,506.54
A01862,東京都,世田谷区,赤堤２丁目,1990,ＲＣ,4,1R,3248.4429,27,35.6577187,139.6449012,S00021,538.91
A01863,東京都,世田谷区,赤堤１丁目,1976,鉄骨造,3,1R,2793.7986,23,35.65532998,139.6396516,S00021,754.24
A01864,東京都,世田谷区,赤堤１丁目,1975,ＲＣ,6,1R,2859.871,21,35.65664076,139.6418372,S00021,453.86
A01865,東京都,世田谷区,赤堤１丁目,1978,鉄骨造,2,1R,2806.1475,28,35.65601877,139.6402145,S00021,628.66
A01866,東京都,世田谷区,赤堤１丁目,2002,ＲＣ,4,1R,3354.0872,30,35.65697598,139.64204,S00021,400.96
A01867,東京都,世田谷区,赤堤１丁目,2011,鉄骨造,2,1R,3270.4797,25,35.65568059,139.6411626,S00021,586.25
A01868,東京都,世田谷区,赤堤１丁目,1992,ＲＣ,3,1R,3198.5923,26,35.65592658,139.6399209,S00021,645.09
A01869,東京都,世田谷区,赤堤４丁目,2007,ＡＬＣ,3,1R,3218.5498,21,35.66321051,139.6404809,S00022,563.47
A01870,東京都,世田谷区,赤堤４丁目,2002,鉄骨造,2,1R,3313.7288,22,35.66417668,139.6390799,S00022,399.63
A01871,東京都,世田谷区,赤堤４丁目,2009,鉄骨造,3,1R,3378.82,24,35.66146872,139.6400142,S00021,312.74
A01872,東京都,世田谷区,赤堤４丁目,1991,鉄骨造,3,1R,3240.7043,21,35.661931,139.6405109,S00021,299.34
A01873,東京都,世田谷区,赤堤４丁目,1971,ＲＣ,5,1R,2829.9631,20,35.66332421,139.640325,S00022,503.98
A01874,東京都,世田谷区,赤堤４丁目,2007,ＲＣ,6,1R,3545.7366,25,35.66339761,139.639661,S00022,401.64
A01875,東京都,世田谷区,赤堤４丁目,1980,ＲＣ,5,1R,3049.9758,24,35.66242828,139.6388389,S00021,451.34
A01876,東京都,世田谷区,赤堤４丁目,1991,鉄骨造,5,1R,3270.0164,30,35.66305969,139.6389173,S00022,437.32
A01877,東京都,世田谷区,赤堤４丁目,2004,ＲＣ,7,1R,3467.6816,20,35.66361222,139.6399908,S00022,400.57
A01878,東京都,世田谷区,赤堤４丁目,1999,ＡＬＣ,3,1R,3246.5376,29,35.66601473,139.6399207,S00022,185.05
A01879,東京都,世田谷区,赤堤４丁目,1992,鉄骨造,5,1R,3277.9177,25,35.6640526,139.6387778,S00022,476.25
A01880,東京都,世田谷区,赤堤４丁目,2009,ＲＣ,7,1R,3545.7366,30,35.66134394,139.6405263,S00021,240.55
A01881,東京都,世田谷区,赤堤４丁目,1991,ＲＣ,4,1R,3287.83,23,35.66340753,139.640125,S00022,477.38
A01882,東京都,世田谷区,赤堤４丁目,1974,ＲＣ,3,1R,2784.4998,25,35.66175098,139.6401939,S00021,345.58
A01883,東京都,世田谷区,松原４丁目,1982,ＲＣ,3,1R,2982.815,21,35.66144514,139.645345,S00021,501.98
A01884,東京都,世田谷区,松原４丁目,1990,ＲＣ,3,1R,3170.5195,26,35.66253371,139.6460417,S00021,749.71
A01885,東京都,世田谷区,松原４丁目,1992,ＲＣ,2,1R,3217.4202,23,35.66084736,139.6441079,S00021,420.1
A01886,東京都,世田谷区,松原４丁目,2008,ＲＣ,3,1R,3395.3542,28,35.66235139,139.6430112,S00021,336.42
A01887,東京都,世田谷区,松原４丁目,2003,ＡＬＣ,3,1R,3265.1106,21,35.66124953,139.6449709,S00021,478
A01888,東京都,世田谷区,松原２丁目,1981,ＲＣ,4,1R,3059.3245,20,35.66528473,139.6466817,S00022,729.4
A01889,東京都,世田谷区,松原５丁目,2004,ＲＣ,3,1R,3363.8179,23,35.66065985,139.6486583,S00021,771.43
A01890,東京都,世田谷区,松原３丁目,1987,ＲＣ,3,1R,3128.6597,27,35.66365114,139.6465021,S00022,775.52
A01891,東京都,世田谷区,松原３丁目,2000,鉄骨,3,1R,3282.2402,26,35.66314052,139.6464357,S00021,765.85
A01892,東京都,世田谷区,赤堤２丁目,1980,ＲＣ,5,1R,3010.2366,25,35.6593431,139.6469053,S00021,579.36
A01893,東京都,世田谷区,赤堤２丁目,2010,ＲＣ,3,1R,3390.02,26,35.65993148,139.6476048,S00021,568.29
A01894,東京都,世田谷区,松原４丁目,1978,ＲＣ,3,1R,2799.9534,22,35.66164754,139.6463877,S00021,621.74
A01895,東京都,世田谷区,赤堤３丁目,1975,ＲＣ,5,1R,2887.328,24,35.65881396,139.6376283,S00021,579.19
A01896,東京都,世田谷区,赤堤３丁目,1989,ＲＣ,5,1R,3210.926,25,35.65749428,139.6363588,S00021,803
A01897,東京都,世田谷区,赤堤３丁目,1993,ＲＣ,4,1R,3232.3562,25,35.65792917,139.6364003,S00021,717.51
A01898,東京都,世田谷区,赤堤３丁目,1997,ＡＬＣ,3,1R,3196.2974,23,35.65864363,139.6364265,S00021,686.35
A01899,東京都,世田谷区,赤堤５丁目,1980,ＲＣ,3,1R,2949.3398,28,35.66584734,139.6380721,S00022,535.42
A01900,東京都,世田谷区,赤堤５丁目,2007,ＲＣ,5,1R,3520.266,21,35.66223216,139.6376528,S00021,615.35
A01901,東京都,世田谷区,赤堤５丁目,1978,ＲＣ,3,1R,2814.2222,27,35.66299659,139.6373689,S00022,640.77
A01902,東京都,世田谷区,赤堤５丁目,1990,鉄骨造,3,1R,3196.6887,24,35.66022025,139.6362383,S00021,583.8
A01903,東京都,世田谷区,桜上水３丁目,2000,ＲＣ,3,1R,3283.298,29,35.66095761,139.6352733,S00021,808.97
A01904,東京都,世田谷区,桜上水３丁目,1975,鉄骨造,3,1R,2801.4248,28,35.65958743,139.6349839,S00021,749.98
A01905,東京都,世田谷区,玉堤１丁目,2003,ＡＬＣ,3,1R,2794.9062,24,35.5935623,139.6557001,S00023,2166.34
A01906,東京都,世田谷区,尾山台１丁目,1990,ＲＣ,5,1R,3002.8733,29,35.60006711,139.6575821,S00023,883.64
A01907,東京都,世田谷区,深沢２丁目,2000,ＡＬＣ,3,1R,3140.5322,27,35.61914783,139.6615026,S00023,1994.88
A01908,東京都,世田谷区,深沢２丁目,1990,鉄骨造,3,1R,3126.707,20,35.61920539,139.6613362,S00023,2061.99
A01909,東京都,世田谷区,深沢３丁目,1995,鉄骨造,3,1R,3008.8171,22,35.61646626,139.6599463,S00023,1856.72
A01910,東京都,世田谷区,深沢１丁目,1998,ＲＣ,4,1R,3330.518,25,35.61635935,139.6629983,S00023,1717.58
A01911,東京都,世田谷区,深沢１丁目,1990,鉄骨造,2,1R,3317.8586,29,35.61834129,139.6637078,S00023,2007.74
A01912,東京都,世田谷区,深沢１丁目,2010,ＲＣ,4,1R,3577.118,25,35.61533832,139.662855,S00023,1433.58
A01913,東京都,世田谷区,深沢１丁目,1990,鉄骨造,2,1R,3317.8586,26,35.61793179,139.6638814,S00023,2067.75
A01914,東京都,世田谷区,深沢１丁目,1989,鉄骨造,2,1R,3252.8528,24,35.6148858,139.6629513,S00023,1347.89
A01915,東京都,世田谷区,深沢１丁目,2007,ＲＣ,6,1R,3680.11,27,35.61899143,139.6631829,S00023,2088.52
A01916,東京都,世田谷区,深沢１丁目,1990,鉄骨造,2,1R,3069.5986,20,35.61520318,139.6616063,S00023,1413.31
A01917,東京都,世田谷区,深沢１丁目,1984,ＲＣ,6,1R,3407.071,28,35.61877809,139.666161,S00023,2325.2
A01918,東京都,世田谷区,深沢１丁目,1981,ＳＲＣ,7,1R,3255.8076,27,35.61661677,139.6641157,S00023,1910.57
A01919,東京都,世田谷区,深沢１丁目,1982,ＲＣ,3,1R,3077.6038,24,35.61707031,139.663525,S00023,1807.01
A01920,東京都,世田谷区,深沢１丁目,1992,鉄骨造,4,1R,3367.6443,22,35.61771186,139.6638398,S00023,1997.93
A01921,東京都,世田谷区,深沢１丁目,1999,ＲＣ,3,1R,3402.415,28,35.61876727,139.6647688,S00023,2046.56
A01922,東京都,世田谷区,深沢１丁目,1984,ＲＣ,3,1R,3138.959,23,35.61521197,139.6622473,S00023,1505.62
A01923,東京都,世田谷区,奥沢５丁目,1973,ＳＲＣ,8,1R,3163.5115,22,35.60527887,139.6663509,S00023,660.35
A01924,東京都,世田谷区,奥沢５丁目,2006,ＲＣ,3,1R,3647.1072,25,35.60538768,139.6664926,S00023,643.61
A01925,東京都,世田谷区,奥沢５丁目,2013,ＲＣ,3,1R,3519.055,21,35.60644537,139.6666698,S00023,892.64
A01926,東京都,世田谷区,奥沢５丁目,1993,鉄骨造,3,1R,3481.1406,29,35.60514146,139.6661437,S00023,619.5
A01927,東京都,世田谷区,奥沢５丁目,1995,鉄骨造,3,1R,3338.8008,30,35.6030907,139.6662159,S00023,682.52
A01928,東京都,世田谷区,奥沢５丁目,2003,ＲＣ,7,1R,3524.675,26,35.60350856,139.666468,S00023,714.66
A01929,東京都,世田谷区,玉川田園調布２丁目,2006,ＲＣ,3,1R,3431.086,25,35.60172163,139.6660002,S00023,887.52
A01930,東京都,世田谷区,等々力６丁目,1986,ＳＲＣ,7,1R,3175.4282,24,35.61245549,139.66053,S00023,1194.02
A01931,東京都,世田谷区,等々力６丁目,2011,ＲＣ,10,1R,3421.217,27,35.61082453,139.6590475,S00023,1127.92
A01932,東京都,世田谷区,等々力６丁目,1995,ＲＣ,5,1R,3328.4854,24,35.61182446,139.6624035,S00023,1063
A01933,東京都,世田谷区,等々力６丁目,1982,ＲＣ,3,1R,3079.5308,23,35.61324557,139.6624419,S00023,1213.37
A01934,東京都,世田谷区,等々力６丁目,1994,ＲＣ,4,1R,3158.141,24,35.61317865,139.6607748,S00023,1311.93
A01935,東京都,世田谷区,等々力６丁目,1974,ＲＣ,7,1R,3012.6145,25,35.61088416,139.6623263,S00023,1078.52
A01936,東京都,世田谷区,等々力６丁目,1998,鉄骨造,2,1R,3362.3591,26,35.61086767,139.6621737,S00023,1028.18
A01937,東京都,世田谷区,等々力６丁目,1980,ＲＣ,3,1R,2889.8738,25,35.61319639,139.661316,S00023,1233.78
A01938,東京都,世田谷区,等々力６丁目,1991,ＳＲＣ,9,1R,3255.9763,26,35.61116226,139.661829,S00023,1034.78
A01939,東京都,世田谷区,等々力６丁目,1991,ＲＣ,4,1R,3358.44,29,35.61221276,139.6624632,S00023,1203.46
A01940,東京都,世田谷区,等々力６丁目,2005,ＲＣ,3,1R,3301.4792,23,35.61115593,139.6614704,S00023,1051.7
A01941,東京都,世田谷区,等々力６丁目,1990,鉄骨造,2,1R,3196.7268,30,35.61133287,139.6617631,S00023,1083.44
A01942,東京都,世田谷区,等々力６丁目,1993,ＲＣ,3,1R,3321.614,25,35.61077531,139.6622986,S00023,819.63
A01943,東京都,世田谷区,奥沢８丁目,1983,ＲＣ,3,1R,3230.2705,24,35.60457697,139.6595405,S00023,389.12
A01944,東京都,世田谷区,奥沢８丁目,2005,ＲＣ,3,1R,3472.1235,26,35.6037737,139.6599399,S00023,388.81
A01945,東京都,世田谷区,奥沢８丁目,1988,鉄骨造,4,1R,3343.0762,26,35.60420924,139.6594876,S00023,426.27
